Thu Aug  8 15:38:42 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/chdir-61ecd1ed-ca57-4374-8096-1a8065606b25.prof
Thu Aug  8 15:38:57 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/submit_job-ef825944-5de2-4653-b556-c13b6c195fe2.prof
Thu Aug  8 15:38:57 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/close-3b72f3d8-b99a-4729-9259-6e8bc4b33556.prof
Thu Aug  8 15:39:13 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/chdir-9c01d5c1-79b5-40ea-8cd8-c3373f1200c8.prof
Thu Aug  8 15:38:54 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/put-d01e2b63-5305-42f0-a26b-26ca1ac913eb.prof
Thu Aug  8 15:38:54 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/close-abb38b28-55c7-4d28-96fe-63f9f7e1033d.prof
Thu Aug  8 15:38:41 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/mkdir-b3699aaa-bd5b-456c-8c52-eafe3f744f7f.prof
Thu Aug  8 15:39:10 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/open-0df1bb3d-759d-4451-9392-b2b38d12e9c3.prof
Thu Aug  8 15:38:41 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/chdir-34ab9388-a507-40a9-b22f-446abf87d892.prof
Thu Aug  8 15:38:43 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/chdir-1c42154c-208e-4184-b424-ac0609f55633.prof
Thu Aug  8 15:38:42 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/mkdir-65722d38-675b-44db-8a9f-49b0cf46799c.prof
Thu Aug  8 15:38:43 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/mkdir-479b2569-5de4-4574-91bd-9dba81d0e781.prof
Thu Aug  8 15:38:57 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/open-0ad0186e-7202-4a28-bbe3-09f28f9cb750.prof
Thu Aug  8 15:38:44 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/getcwd-5a9898ab-4823-41ac-b205-b12d89425ec7.prof
Thu Aug  8 15:38:55 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/open-ad3b26ec-c131-4bdf-a1b2-a9a26c49b6bc.prof
Thu Aug  8 15:38:50 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/put-bf923c2e-9827-498d-b24f-9ccb320d6351.prof
Thu Aug  8 15:38:44 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/chdir-1ac2f357-1e35-4065-9e44-fa0b382c41eb.prof
Thu Aug  8 15:39:16 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/get-5f929ac9-2eea-479b-8da1-4563221656b3.prof
Thu Aug  8 15:39:19 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/get-a2350ea9-d181-4afa-930f-3c25667ed24f.prof
Thu Aug  8 15:39:00 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/close-094509ef-018e-470b-b3b8-aa2096f1eec1.prof
Thu Aug  8 15:38:39 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/open-9ece8070-4ce8-43f7-826e-eb3363eb461f.prof
Thu Aug  8 15:39:12 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/close-b629031c-7891-48ea-a6dc-a629f356cb83.prof
Thu Aug  8 15:39:00 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/get_jobs-a9b0651e-791a-455d-8f77-da7ef4973778.prof
Thu Aug  8 15:39:12 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/get_jobs-63ea04f7-15c9-42ba-88a8-3d5f22a16a8b.prof
Thu Aug  8 15:38:52 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/put-18beb918-8ab9-43bd-8da3-d107bb98143b.prof
Thu Aug  8 15:39:22 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/close-7a37b8f5-6ebe-4257-bd23-d735c4c2ec84.prof
Thu Aug  8 15:39:22 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/get-5aa8c7b5-aeb3-488e-a430-bd0e752cd418.prof
Thu Aug  8 15:39:12 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/open-aecf1da8-7716-48ea-8645-f8f944514a60.prof

         392039 function calls (391391 primitive calls) in 31.256 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       58    0.000    0.000    0.000    0.000 client.py:1243(_validate_path)
      157    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
       58    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       28    0.000    0.000    0.000    0.000 _compiler.py:243(_optimize_charset)
      232    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
       58    0.000    0.000    0.000    0.000 <frozen _collections_abc>:815(__len__)
       12    0.000    0.000    6.782    0.565 path.py:418(is_dir)
      124    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       58    0.000    0.000    0.001    0.000 parse.py:338(geturl)
        1    0.000    0.000    5.951    5.951 transport.py:1058(puttree)
       14    0.000    0.000    0.000    0.000 utils.py:133(super_len)
       32    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
      240    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        8    0.000    0.000    0.000    0.000 connection.py:130(__init__)
        2    0.000    0.000    4.802    2.401 scheduler.py:213(get_jobs)
       72    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        8    0.000    0.000    0.000    0.000 _collections.py:141(clear)
        8    0.000    0.000    0.000    0.000 fields.py:295(render_headers)
      270    0.000    0.000    0.000    0.000 ssl.py:1145(_checkClosed)
        8    0.000    0.000    0.248    0.031 connection.py:194(_new_conn)
        8    0.000    0.000    0.000    0.000 _collections.py:100(__setitem__)
       63    0.000    0.000    0.000    0.000 {method '_checkReadable' of '_io._IOBase' objects}
     10/3    0.000    0.000    0.001    0.000 _parser.py:456(_parse_sub)
        4    0.000    0.000    0.496    0.124 api.py:103(post)
      116    0.000    0.000    0.000    0.000 utils.py:742(set_environ)
        4    0.000    0.000    0.496    0.124 api.py:14(request)
       58    0.000    0.000    0.000    0.000 client.py:1230(_encode_request)
       38    0.000    0.000    0.000    0.000 _structures.py:10(__hash__)
      116    0.000    0.000    0.000    0.000 connection.py:249(is_closed)
        8    0.000    0.000    0.000    0.000 calendar.py:653(timegm)
        3    0.000    0.000    2.615    0.872 BasicClient.py:872(simple_download)
      275    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1607(find_spec)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1054(_find_spec)
        8    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
      124    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        8    0.000    0.000    0.000    0.000 adapters.py:135(__init__)
       54    0.000    0.000    0.000    0.000 parse.py:421(_checknetloc)
       30    0.000    0.000    0.000    0.000 pathlib.py:546(__fspath__)
      124    0.000    0.000    0.000    0.000 timeout.py:231(connect_timeout)
        8    0.000    0.000    0.000    0.000 weakref.py:568(__init__)
        8    0.000    0.000    0.000    0.000 cookiejar.py:620(request_host)
        4    0.000    0.000    0.001    0.000 sessions.py:391(__init__)
       19    0.000    0.000    0.000    0.000 version.py:68(__hash__)
      116    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
       38    0.000    0.000    0.000    0.000 {method 'strftime' of 'datetime.date' objects}
        7    0.000    0.000    3.837    0.548 BasicClient.py:947(checksum)
       51    0.000    0.000    0.000    0.000 {built-in method select.poll}
       13    0.000    0.000    2.211    0.170 path.py:426(is_file)
       12    0.000    0.000    0.000    0.000 fields.py:79(format_multipart_header_param)
        8    0.000    0.000    0.000    0.000 fields.py:264(_render_parts)
       16    0.000    0.000    0.000    0.000 ssl_.py:176(resolve_cert_reqs)
        3    0.000    0.000   10.407    3.469 transport.py:1111(put)
        8    0.000    0.000    0.000    0.000 connection.py:93(_set_socket_options)
        3    0.000    0.000    9.148    3.049 transport.py:902(get)
        8    0.000    0.000    0.000    0.000 retry.py:198(__init__)
        8    0.000    0.000    0.000    0.000 fields.py:314(make_multipart)
        1    0.000    0.000    2.352    2.352 BasicClient.py:1166(submit)
        2    0.000    0.000    0.000    0.000 {built-in method io.open_code}
        1    0.000    0.000    2.353    2.353 scheduler.py:200(submit_job)
        8    0.000    0.000    0.000    0.000 connectionpool.py:82(__init__)
       34    0.000    0.000    0.000    0.000 parse.py:841(__missing__)
       17    0.000    0.000    0.000    0.000 enum.py:193(__get__)
        4    0.000    0.000    0.000    0.000 decoder.py:31(__init__)
      117    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       26    0.000    0.000    0.002    0.000 pathlib.py:757(joinpath)
       63    0.000    0.000    0.000    0.000 {method '_checkClosed' of '_io._IOBase' objects}
       70    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        5    0.000    0.000    2.960    0.592 transport.py:461(chdir)
        5    0.000    0.000    2.648    0.530 transport.py:547(mkdir)
       21    0.000    0.000    0.000    0.000 path.py:193(__str__)
        7    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
      173    0.000    0.000    0.000    0.000 _parser.py:240(__next)
        8    0.000    0.000    0.000    0.000 socket.py:515(family)
        8    0.000    0.000    0.000    0.000 ssl_.py:470(is_ipaddress)
        8    0.000    0.000    0.000    0.000 socket.py:505(detach)
        8    0.000    0.000    0.000    0.000 cookiejar.py:81(_timegm)
        8    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
       56    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       12    0.000    0.000    0.000    0.000 filepost.py:29(iter_field_objects)
      111    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1007(get_code)
        8    0.000    0.000    0.297    0.037 ssl_.py:494(_ssl_wrap_socket_impl)
        2    0.000    0.000    4.798    2.399 BasicClient.py:1311(poll_active)
       62    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
       38    0.000    0.000    0.000    0.000 _structures.py:39(__hash__)
      115    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        8    0.000    0.000    0.000    0.000 cookiejar.py:677(escape_path)
    34/10    0.000    0.000    0.000    0.000 _parser.py:178(getwidth)
       10    0.000    0.000    0.001    0.000 __init__.py:272(_compile)
        5    0.000    0.000    2.644    0.529 BasicClient.py:517(mkdir)
        4    0.000    0.000    0.008    0.002 weakref.py:585(__call__)
       73    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        7    0.000    0.000    0.000    0.000 {method 'hexdigest' of '_hashlib.HASH' objects}
        4    0.000    0.000    0.000    0.000 filepost.py:22(choose_boundary)
        8    0.000    0.000    0.000    0.000 timeout.py:176(from_float)
        8    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
       58    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        8    0.000    0.000    0.000    0.000 adapters.py:360(close)
      116    0.000    0.000    0.000    0.000 feedparser.py:124(__iter__)
        9    0.000    0.000    0.000    0.000 BasicClient.py:355(<listcomp>)
        3    0.000    0.000    0.003    0.001 <frozen importlib._bootstrap>:1165(_find_and_load)
       58    0.000    0.000    0.000    0.000 response.py:79(<listcomp>)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:437(cache_from_source)
        4    0.000    0.000    0.000    0.000 socket.py:495(_real_close)
        4    0.000    0.000    2.140    0.535 BasicClient.py:833(stat)
        1    0.000    0.000    0.000    0.000 {built-in method posix.listdir}
        2    0.000    0.000    0.000    0.000 {built-in method unicodedata.name}
      122    0.000    0.000    0.000    0.000 _parser.py:168(__getitem__)
        4    0.000    0.000    0.000    0.000 sessions.py:796(close)
       16    0.000    0.000    0.000    0.000 ssl.py:740(verify_mode)
        8    0.000    0.000    0.000    0.000 cookiejar.py:636(eff_request_host)
       14    0.000    0.000    0.000    0.000 util.py:7(to_bytes)
        8    0.000    0.000    0.000    0.000 ssl.py:503(_encode_hostname)
        8    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        3    0.000    0.000    0.000    0.000 _compiler.py:511(_compile_info)
        4    0.000    0.000    0.001    0.000 client.py:974(close)
       16    0.000    0.000    0.000    0.000 cookiejar.py:459(strip_quotes)
        2    0.000    0.000    0.002    0.001 <frozen importlib._bootstrap>:1120(_find_and_load_unlocked)
        8    0.000    0.000    0.000    0.000 <frozen codecs>:373(write)
        6    0.000    0.000    0.002    0.000 utils.py:27(convert_header_exceptions)
       58    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        8    0.000    0.000    0.000    0.000 adapters.py:173(init_poolmanager)
        8    0.000    0.000    0.000    0.000 _collections.py:82(__init__)
        8    0.000    0.000    0.000    0.000 ssl.py:622(options)
       36    0.000    0.000    0.000    0.000 {built-in method builtins.max}
       58    0.000    0.000    0.000    0.000 utils.py:580(iter_slices)
        6    0.000    0.000    0.000    0.000 {method 'update' of '_hashlib.HASH' objects}
        8    0.000    0.000    0.000    0.000 ssl.py:618(options)
        8    0.000    0.000    0.000    0.000 poolmanager.py:267(clear)
        8    0.000    0.000    0.000    0.000 ssl.py:632(hostname_checks_common_name)
       18    0.000    0.000    0.000    0.000 pathlib.py:1008(stat)
       58    0.000    0.000    0.000    0.000 models.py:216(<genexpr>)
        8    0.000    0.000    0.002    0.000 ssl.py:492(__new__)
        3    0.000    0.000    0.001    0.000 _compiler.py:573(_code)
        2    0.000    0.000    1.506    0.753 BasicClient.py:1120(_squeue_request)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
      113    0.000    0.000    0.000    0.000 _parser.py:261(get)
        8    0.000    0.000    0.000    0.000 {method '_set_alpn_protocols' of '_ssl._SSLContext' objects}
        6    0.000    0.000    0.000    0.000 pathlib.py:1261(is_file)
        1    0.000    0.000    0.001    0.001 _strptime.py:1(<module>)
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:71(join)
       58    0.000    0.000    0.000    0.000 proxy.py:11(connection_requires_http_tunnel)
       58    0.000    0.000    0.000    0.000 cookies.py:87(get_new_headers)
        4    0.000    0.000    0.000    0.000 fields.py:199(from_tuples)
       54    0.000    0.000    0.000    0.000 {method 'isalpha' of 'str' objects}
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:126(_path_join)
       28    0.000    0.000    0.000    0.000 _compiler.py:216(_compile_charset)
       58    0.000    0.000    0.000    0.000 {function HTTPResponse.flush at 0x7f719733a480}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1467(_get_spec)
        8    0.000    0.000    0.000    0.000 cookiejar.py:348(split_header_words)
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:128(<listcomp>)
        1    0.000    0.000    0.001    0.001 _strptime.py:558(_strptime_time)
        8    0.000    0.000    0.000    0.000 sessions.py:801(mount)
        2    0.000    0.000    0.000    0.000 exceptions.py:34(__init__)
        1    0.000    0.000    0.001    0.001 _strptime.py:309(_strptime)
        2    0.000    0.000    0.000    0.000 __init__.py:89(find_spec)
       12    0.000    0.000    0.000    0.000 fields.py:248(_render_part)
        4    0.000    0.000    0.001    0.000 _strptime.py:238(pattern)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1127(get_data)
        1    0.000    0.000    0.000    0.000 _strptime.py:107(__calc_date_time)
       58    0.000    0.000    0.000    0.000 connectionpool.py:340(_validate_conn)
        2    0.000    0.000    0.000    0.000 _parser.py:1006(parse_template)
       58    0.000    0.000    0.000    0.000 adapters.py:399(add_headers)
       24    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
       58    0.000    0.000    0.000    0.000 typing.py:2287(cast)
        1    0.000    0.000    0.000    0.000 utils.py:261(identify_sig_or_bom)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:493(_init_module_attrs)
        8    0.000    0.000    0.000    0.000 fields.py:171(__init__)
        8    0.000    0.000    0.000    0.000 connectionpool.py:1145(_normalize_host)
        8    0.000    0.000    0.000    0.000 cookiejar.py:1587(_process_rfc2109_cookies)
       28    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        8    0.000    0.000    0.000    0.000 cookies.py:49(get_full_url)
        8    0.000    0.000    0.000    0.000 socket.py:521(type)
        3    0.000    0.000    0.001    0.000 _compiler.py:740(compile)
        3    0.000    0.000    0.001    0.000 _parser.py:979(parse)
        4    0.000    0.000    0.000    0.000 utils.py:898(default_headers)
       13    0.000    0.000    0.000    0.000 transport.py:781(<lambda>)
       16    0.000    0.000    0.000    0.000 _request_methods.py:51(__init__)
        2    0.000    0.000    0.002    0.001 <frozen importlib._bootstrap_external>:934(exec_module)
        1    0.000    0.000    0.002    0.002 models.py:790(apparent_encoding)
        4    0.000    0.000    0.000    0.000 models.py:755(ok)
        1    0.000    0.000    0.000    0.000 ascii.py:1(<module>)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:778(spec_from_file_location)
       84    0.000    0.000    0.000    0.000 _parser.py:256(match)
        4    0.000    0.000    0.001    0.000 socket.py:499(close)
        8    0.000    0.000    0.000    0.000 cookiejar.py:136(offset_from_tz_string)
        8    0.000    0.000    0.000    0.000 connection.py:103(allowed_gai_family)
        1    0.000    0.000    0.001    0.001 _strptime.py:173(__init__)
        2    0.000    0.000    0.002    0.001 <frozen importlib._bootstrap>:666(_load_unlocked)
        2    0.000    0.000    0.000    0.000 <frozen os>:345(_walk)
        6    0.000    0.000    0.000    0.000 enum.py:1525(__and__)
        8    0.000    0.000    0.000    0.000 sessions.py:807(<listcomp>)
        6    0.000    0.000    0.002    0.000 utils.py:12(disable_fc_logging)
        4    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        8    0.000    0.000    0.000    0.000 client.py:1251(_validate_host)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:727(_compile_bytecode)
       38    0.000    0.000    0.000    0.000 _structures.py:7(__repr__)
        1    0.000    0.000    0.001    0.001 cd.py:74(encoding_languages)
       38    0.000    0.000    0.000    0.000 _structures.py:36(__repr__)
        8    0.000    0.000    0.000    0.000 client.py:895(_get_hostport)
       44    0.000    0.000    0.000    0.000 __init__.py:253(escape)
        4    0.000    0.000    0.000    0.000 pathlib.py:1245(is_dir)
        1    0.000    0.000    0.000    0.000 _strptime.py:49(__init__)
        3    0.000    0.000    0.000    0.000 transport.py:759(has_magic)
        1    0.000    0.000    0.000    0.000 utils.py:955(guess_json_utf)
        4    0.000    0.000    0.000    0.000 models.py:994(raise_for_status)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
        2    0.000    0.000    0.000    0.000 __init__.py:305(_compile_repl)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:566(module_from_spec)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:486(relpath)
        8    0.000    0.000    0.000    0.000 cookiejar.py:1692(clear)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1602(_get_spec)
       26    0.000    0.000    0.000    0.000 calendar.py:60(__getitem__)
       29    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
        2    0.000    0.000    0.000    0.000 exceptions.py:17(__init__)
        2    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1192(_gcd_import)
        2    0.000    0.000    0.000    0.000 path.py:626(_ls_to_st_mode)
        8    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:71(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method time.tzset}
        8    0.000    0.000    0.000    0.000 {method 'append' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:567(_get_cached)
        2    0.000    0.000    0.001    0.001 {built-in method builtins.exec}
       50    0.000    0.000    0.000    0.000 _strptime.py:234(<genexpr>)
       10    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        6    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.002    0.002 {built-in method time.strptime}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:169(__enter__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:100(acquire)
       50    0.000    0.000    0.000    0.000 _parser.py:176(append)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
        4    0.000    0.000    0.000    0.000 sessions.py:456(__exit__)
       14    0.000    0.000    0.000    0.000 calendar.py:79(__getitem__)
       13    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.001    0.001 utils.py:240(is_multi_byte_encoding)
       14    0.000    0.000    0.000    0.000 _parser.py:453(_uniq)
        4    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:233(_call_with_frames_removed)
        1    0.000    0.000    0.000    0.000 utils.py:81(is_punctuation)
      4/2    0.000    0.000    0.001    0.000 {method 'throw' of 'generator' objects}
        2    0.000    0.000    0.001    0.000 __init__.py:108(import_module)
        7    0.000    0.000    0.000    0.000 _parser.py:86(opengroup)
        1    0.000    0.000    0.000    0.000 utils.py:208(any_specified_encoding)
        8    0.000    0.000    0.000    0.000 ssl_.py:199(resolve_ssl_version)
        4    0.000    0.000    0.000    0.000 pathlib.py:1230(exists)
        1    0.000    0.000    0.000    0.000 {built-in method time.mktime}
       12    0.000    0.000    0.000    0.000 extendeddicts.py:209(__setattr__)
        3    0.000    0.000    0.000    0.000 <frozen posixpath>:389(normpath)
       16    0.000    0.000    0.000    0.000 utils.py:194(<genexpr>)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:125(release)
      5/3    0.000    0.000    0.000    0.000 _compiler.py:436(_get_literal_prefix)
       62    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
       19    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        1    0.000    0.000    1.259    1.259 BasicClient.py:1093(_submit_request)
        4    0.000    0.000    0.000    0.000 extendeddicts.py:216(__getitem__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:165(__init__)
        8    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
        3    0.000    0.000    0.000    0.000 locale.py:479(_parse_localename)
        1    0.000    0.000    0.523    0.523 path.py:365(stat)
        7    0.000    0.000    0.000    0.000 _parser.py:98(closegroup)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
       32    0.000    0.000    0.000    0.000 _parser.py:293(tell)
        2    0.000    0.000    0.000    0.000 utils.py:197(is_unprintable)
        8    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_encode}
        8    0.000    0.000    0.000    0.000 adapters.py:73(__init__)
        1    0.000    0.000    0.000    0.000 models.py:234(__getitem__)
       16    0.000    0.000    0.000    0.000 retry.py:238(<genexpr>)
        1    0.000    0.000    0.000    0.000 transport.py:999(payoff)
        2    0.000    0.000    0.000    0.000 utils.py:142(is_cjk)
        6    0.000    0.000    0.000    0.000 _strptime.py:219(__seqToRE)
       12    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        3    0.000    0.000    0.000    0.000 path.py:190(__fspath__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1499(find_spec)
        5    0.000    0.000    0.000    0.000 _parser.py:231(__init__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:642(_classify_pyc)
        5    0.000    0.000    0.000    0.000 _parser.py:316(_class_escape)
        8    0.000    0.000    0.000    0.000 {built-in method time.strftime}
       39    0.000    0.000    0.000    0.000 _parser.py:164(__len__)
        3    0.000    0.000    0.000    0.000 scheduler.py:400(_convert_time)
       10    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.000    0.000 __init__.py:208(findall)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1026(__enter__)
        8    0.000    0.000    0.000    0.000 __init__.py:315(_subx)
        1    0.000    0.000    0.000    0.000 _strptime.py:90(<listcomp>)
        4    0.000    0.000    0.000    0.000 {built-in method binascii.hexlify}
        3    0.000    0.000    0.000    0.000 locale.py:594(getlocale)
        9    0.000    0.000    0.001    0.000 __init__.py:225(compile)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:392(cached)
        2    0.000    0.000    0.000    0.000 FirecrestException.py:26(__init__)
       24    0.000    0.000    0.000    0.000 {method 'gettimeout' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 _strptime.py:83(<listcomp>)
       27    0.000    0.000    0.000    0.000 _parser.py:113(__init__)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1424(_path_importer_cache)
        1    0.000    0.000    0.000    0.000 models.py:254(append)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:748(find_spec)
       11    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 _strptime.py:91(<listcomp>)
        8    0.000    0.000    0.000    0.000 queue.py:245(_init)
        8    0.000    0.000    0.000    0.000 <frozen codecs>:348(__init__)
        1    0.000    0.000    0.523    0.523 path.py:410(exists)
        2    0.000    0.000    0.000    0.000 _compiler.py:388(<listcomp>)
        8    0.000    0.000    0.000    0.000 {built-in method _socket.getdefaulttimeout}
        4    0.000    0.000    0.000    0.000 {method 'tell' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 <frozen os>:1081(__subclasshook__)
        1    0.000    0.000    0.000    0.000 transport.py:457(_get_path)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1030(__exit__)
        1    0.000    0.000    0.000    0.000 wait.py:82(_have_working_poll)
       10    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:920(find_spec)
        8    0.000    0.000    0.000    0.000 connection.py:184(host)
       12    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:397(abspath)
        8    0.000    0.000    0.000    0.000 ssl.py:1149(_check_connected)
       14    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        8    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 utils.py:283(iana_name)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:357(__init__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:675(_validate_timestamp_pyc)
        1    0.000    0.000    0.003    0.003 scheduler.py:424(_parse_time_string)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
        1    0.000    0.000    0.000    0.000 transport.py:452(getcwd)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:198(cb)
        3    0.000    0.000    0.000    0.000 models.py:194(could_be_from_charset)
