Thu Aug  8 15:38:42 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/chdir-61ecd1ed-ca57-4374-8096-1a8065606b25.prof
Thu Aug  8 15:38:57 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/submit_job-ef825944-5de2-4653-b556-c13b6c195fe2.prof
Thu Aug  8 15:38:57 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/close-3b72f3d8-b99a-4729-9259-6e8bc4b33556.prof
Thu Aug  8 15:39:13 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/chdir-9c01d5c1-79b5-40ea-8cd8-c3373f1200c8.prof
Thu Aug  8 15:38:54 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/put-d01e2b63-5305-42f0-a26b-26ca1ac913eb.prof
Thu Aug  8 15:38:54 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/close-abb38b28-55c7-4d28-96fe-63f9f7e1033d.prof
Thu Aug  8 15:38:41 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/mkdir-b3699aaa-bd5b-456c-8c52-eafe3f744f7f.prof
Thu Aug  8 15:39:10 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/open-0df1bb3d-759d-4451-9392-b2b38d12e9c3.prof
Thu Aug  8 15:38:41 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/chdir-34ab9388-a507-40a9-b22f-446abf87d892.prof
Thu Aug  8 15:38:43 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/chdir-1c42154c-208e-4184-b424-ac0609f55633.prof
Thu Aug  8 15:38:42 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/mkdir-65722d38-675b-44db-8a9f-49b0cf46799c.prof
Thu Aug  8 15:38:43 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/mkdir-479b2569-5de4-4574-91bd-9dba81d0e781.prof
Thu Aug  8 15:38:57 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/open-0ad0186e-7202-4a28-bbe3-09f28f9cb750.prof
Thu Aug  8 15:38:44 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/getcwd-5a9898ab-4823-41ac-b205-b12d89425ec7.prof
Thu Aug  8 15:38:55 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/open-ad3b26ec-c131-4bdf-a1b2-a9a26c49b6bc.prof
Thu Aug  8 15:38:50 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/put-bf923c2e-9827-498d-b24f-9ccb320d6351.prof
Thu Aug  8 15:38:44 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/chdir-1ac2f357-1e35-4065-9e44-fa0b382c41eb.prof
Thu Aug  8 15:39:16 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/get-5f929ac9-2eea-479b-8da1-4563221656b3.prof
Thu Aug  8 15:39:19 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/get-a2350ea9-d181-4afa-930f-3c25667ed24f.prof
Thu Aug  8 15:39:00 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/close-094509ef-018e-470b-b3b8-aa2096f1eec1.prof
Thu Aug  8 15:38:39 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/open-9ece8070-4ce8-43f7-826e-eb3363eb461f.prof
Thu Aug  8 15:39:12 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/close-b629031c-7891-48ea-a6dc-a629f356cb83.prof
Thu Aug  8 15:39:00 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/get_jobs-a9b0651e-791a-455d-8f77-da7ef4973778.prof
Thu Aug  8 15:39:12 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/get_jobs-63ea04f7-15c9-42ba-88a8-3d5f22a16a8b.prof
Thu Aug  8 15:38:52 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/put-18beb918-8ab9-43bd-8da3-d107bb98143b.prof
Thu Aug  8 15:39:22 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/close-7a37b8f5-6ebe-4257-bd23-d735c4c2ec84.prof
Thu Aug  8 15:39:22 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/get-5aa8c7b5-aeb3-488e-a430-bd0e752cd418.prof
Thu Aug  8 15:39:12 2024    /home/khosra_a/development/repo/aiida_profiling/firecrest/fire_1/open-aecf1da8-7716-48ea-8645-f8f944514a60.prof

         392039 function calls (391391 primitive calls) in 31.256 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       58    0.001    0.000    0.001    0.000 response.py:251(get)
      304    0.001    0.000    0.002    0.000 contextlib.py:299(helper)
      396    0.001    0.000    0.001    0.000 url.py:332(_idna_encode)
      174    0.001    0.000    0.006    0.000 cookies.py:35(__init__)
       58    0.001    0.000    0.001    0.000 socket.py:769(close)
      108    0.001    0.000    0.002    0.000 utilities.py:6(time_block)
       58    0.001    0.000    0.047    0.001 models.py:352(prepare)
      588    0.001    0.000    0.001    0.000 <string>:1(<lambda>)
       58    0.001    0.000    0.002    0.000 response.py:40(assert_header_parsing)
      174    0.001    0.000    0.001    0.000 url.py:100(__new__)
       25    0.001    0.000    8.992    0.360 path.py:326(_stat_mode)
      464    0.001    0.000    0.001    0.000 <frozen _collections_abc>:790(items)
       68    0.001    0.000    0.005    0.000 parse.py:943(urlencode)
      161    0.001    0.000    0.007    0.000 path.py:91(__init__)
       58    0.001    0.000   26.131    0.451 client.py:1351(getresponse)
      178    0.001    0.000    0.001    0.000 cookiejar.py:884(__init__)
       58    0.001    0.000    0.001    0.000 response.py:641(_init_length)
       10    0.001    0.000    6.117    0.612 BasicClient.py:198(_post_request)
       63    0.001    0.000   26.081    0.414 ssl.py:1299(recv_into)
       58    0.001    0.000    0.009    0.000 _collections.py:240(__init__)
      294    0.001    0.000    0.001    0.000 cookiejar.py:1227(deepvalues)
      335    0.001    0.000    0.004    0.000 utils.py:1032(check_header_validity)
      116    0.001    0.000    0.001    0.000 parse.py:520(urlunsplit)
      834    0.001    0.000    0.001    0.000 connection.py:300(<genexpr>)
       58    0.001    0.000    0.033    0.001 parser.py:59(parsestr)
     1218    0.001    0.000    0.001    0.000 {method 'find' of 'str' objects}
      417    0.001    0.000    0.001    0.000 {method 'fullmatch' of 're.Pattern' objects}
      489    0.001    0.000    0.001    0.000 {built-in method builtins.any}
       19    0.001    0.000   10.604    0.558 utilities.py:36(wrapper)
       58    0.001    0.000    0.003    0.000 adapters.py:237(cert_verify)
      178    0.001    0.000    0.017    0.000 models.py:887(content)
      232    0.001    0.000    0.001    0.000 message.py:29(_splitparam)
     2886    0.001    0.000    0.001    0.000 {method '__getitem__' of 'dict' objects}
      232    0.001    0.000    0.004    0.000 <frozen genericpath>:16(exists)
       58    0.001    0.000    0.002    0.000 client.py:255(__init__)
     1672    0.001    0.000    0.001    0.000 {method 'partition' of 'str' objects}
     1280    0.001    0.000    0.001    0.000 {built-in method sys.intern}
     1096    0.001    0.000    0.001    0.000 {method 'setdefault' of 'dict' objects}
      161    0.001    0.000    0.008    0.000 path.py:180(_new_path)
       14    0.001    0.000    0.001    0.000 {built-in method io.open}
       54    0.001    0.000   27.194    0.504 BasicClient.py:66(wrapper)
  304/266    0.001    0.000    0.013    0.000 contextlib.py:132(__enter__)
       63    0.001    0.000   26.082    0.414 socket.py:692(readinto)
      182    0.001    0.000    0.007    0.000 pathlib.py:504(_from_parts)
       58    0.001    0.000    0.004    0.000 models.py:495(prepare_body)
       58    0.001    0.000    0.028    0.000 adapters.py:331(get_connection)
       86    0.001    0.000    0.001    0.000 pathlib.py:536(__str__)
      196    0.001    0.000    0.004    0.000 parse.py:847(quote)
      641    0.001    0.000    0.001    0.000 {built-in method builtins.getattr}
      492    0.001    0.000    0.001    0.000 {method 'acquire' of '_thread.RLock' objects}
       56    0.001    0.000    0.002    0.000 decoder.py:332(decode)
       58    0.001    0.000    0.001    0.000 models.py:258(__init__)
      260    0.001    0.000    0.001    0.000 __init__.py:228(_acquireLock)
      132    0.001    0.000    0.002    0.000 url.py:326(<listcomp>)
       72    0.001    0.000    0.006    0.000 client.py:988(send)
      130    0.001    0.000    0.004    0.000 parse.py:901(quote_plus)
      116    0.001    0.000    0.001    0.000 typing.py:373(inner)
      932    0.001    0.000    0.001    0.000 _collections.py:289(__iter__)
       58    0.001    0.000    0.002    0.000 utils.py:1016(get_auth_from_url)
       44    0.001    0.000   20.699    0.470 sessions.py:593(get)
     1191    0.001    0.000    0.001    0.000 {method 'lstrip' of 'str' objects}
       58    0.000    0.000    0.000    0.000 socket.py:680(__init__)
      116    0.000    0.000    0.015    0.000 response.py:918(stream)
       50    0.000    0.000    0.001    0.000 wait.py:57(poll_wait_for_socket)
       58    0.000    0.000    0.000    0.000 feedparser.py:52(__init__)
      475    0.000    0.000    0.001    0.000 client.py:1028(_output)
       58    0.000    0.000    0.007    0.000 poolmanager.py:305(connection_from_context)
      120    0.000    0.000    0.001    0.000 typing.py:1602(__subclasscheck__)
      232    0.000    0.000    0.003    0.000 response.py:697(_error_catcher)
       56    0.000    0.000    0.006    0.000 models.py:944(json)
      116    0.000    0.000    0.024    0.000 feedparser.py:176(_call_parse)
     1126    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
      116    0.000    0.000    0.003    0.000 response.py:753(_fp_read)
      751    0.000    0.000    0.001    0.000 {method 'get' of 'dict' objects}
        7    0.000    0.000    6.050    0.864 transport.py:754(_validate_checksum)
        8    0.000    0.000    0.650    0.081 connection.py:602(connect)
        8    0.000    0.000    0.401    0.050 connection.py:701(_ssl_wrap_socket_and_match_hostname)
       58    0.000    0.000    0.001    0.000 message.py:243(get_payload)
        4    0.000    0.000    0.001    0.000 ssl.py:1371(_real_close)
        8    0.000    0.000    0.004    0.000 ssl_.py:215(create_urllib3_context)
       63    0.000    0.000   26.081    0.414 ssl.py:1157(read)
      116    0.000    0.000    0.001    0.000 cookies.py:542(merge_cookies)
      120    0.000    0.000    0.002    0.000 typing.py:1327(__instancecheck__)
      236    0.000    0.000    0.001    0.000 threading.py:366(notify)
       58    0.000    0.000    0.001    0.000 _collections.py:93(__getitem__)
       58    0.000    0.000    0.001    0.000 request.py:189(body_to_chunks)
       58    0.000    0.000    0.006    0.000 cookies.py:140(get_cookie_header)
       58    0.000    0.000    0.007    0.000 poolmanager.py:276(connection_from_host)
      710    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
       55    0.000    0.000    0.000    0.000 {built-in method fromtimestamp}
      260    0.000    0.000    0.001    0.000 __init__.py:237(_releaseLock)
        8    0.000    0.000    0.297    0.037 ssl.py:1018(_create)
     1062    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       58    0.000    0.000    0.004    0.000 poolmanager.py:330(connection_from_pool_key)
      116    0.000    0.000    0.016    0.000 models.py:812(generate)
       58    0.000    0.000    0.001    0.000 utils.py:538(get_encoding_from_headers)
       78    0.000    0.000    0.001    0.000 {method 'read' of '_io.BufferedReader' objects}
      492    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       58    0.000    0.000    0.004    0.000 feedparser.py:182(close)
      247    0.000    0.000    0.000    0.000 pathlib.py:622(name)
       58    0.000    0.000    0.005    0.000 adapters.py:370(request_url)
      236    0.000    0.000    0.001    0.000 threading.py:286(_is_owned)
      122    0.000    0.000    0.001    0.000 <frozen abc>:121(__subclasscheck__)
      393    0.000    0.000    0.000    0.000 _internal_utils.py:25(to_native_string)
       58    0.000    0.000    0.651    0.011 connectionpool.py:1084(_validate_conn)
      161    0.000    0.000    0.000    0.000 pathlib.py:515(_from_parsed_parts)
       58    0.000    0.000    0.002    0.000 models.py:85(path_url)
        4    0.000    0.000    8.821    2.205 transport.py:940(putfile)
      116    0.000    0.000    0.001    0.000 timeout.py:192(clone)
       58    0.000    0.000    0.006    0.000 client.py:1049(_send_output)
        8    0.000    0.000    0.001    0.000 cookiejar.py:466(parse_ns_headers)
       56    0.000    0.000    0.003    0.000 __init__.py:299(loads)
       58    0.000    0.000    0.006    0.000 connection.py:278(putrequest)
      240    0.000    0.000    0.001    0.000 threading.py:271(__enter__)
       54    0.000    0.000    0.001    0.000 parse.py:413(_splitnetloc)
       58    0.000    0.000    0.001    0.000 models.py:207(register_hook)
      196    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
      174    0.000    0.000    0.002    0.000 sessions.py:84(<listcomp>)
       58    0.000    0.000    0.004    0.000 connectionpool.py:259(_get_conn)
       63    0.000    0.000    0.000    0.000 pathlib.py:523(_format_parsed_parts)
      115    0.000    0.000    0.000    0.000 response.py:247(put)
      174    0.000    0.000    0.003    0.000 message.py:616(get_content_maintype)
      510    0.000    0.000    0.000    0.000 {built-in method time.time}
       58    0.000    0.000    0.002    0.000 sessions.py:159(resolve_redirects)
       58    0.000    0.000    0.023    0.000 poolmanager.py:356(connection_from_url)
       58    0.000    0.000    0.001    0.000 feedparser.py:69(close)
      116    0.000    0.000    0.000    0.000 message.py:150(__init__)
       70    0.000    0.000    0.025    0.000 path.py:275(convert_header_exceptions)
      131    0.000    0.000    0.002    0.000 __init__.py:1544(log)
       58    0.000    0.000    0.009    0.000 url.py:351(_encode_target)
      184    0.000    0.000    0.000    0.000 __init__.py:1720(getEffectiveLevel)
      989    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
      110    0.000    0.000    0.001    0.000 enum.py:688(__call__)
      240    0.000    0.000    0.000    0.000 threading.py:274(__exit__)
       51    0.000    0.000    0.000    0.000 {method 'poll' of 'select.poll' objects}
      464    0.000    0.000    0.000    0.000 <frozen _collections_abc>:812(__init__)
       55    0.000    0.000    0.003    0.000 models.py:906(text)
      116    0.000    0.000    0.001    0.000 connectionpool.py:349(_get_timeout)
       59    0.000    0.000    0.001    0.000 response.py:410(_init_decoder)
       58    0.000    0.000    0.000    0.000 models.py:795(iter_content)
       58    0.000    0.000    0.000    0.000 feedparser.py:195(_new_message)
       58    0.000    0.000    0.001    0.000 {method 'close' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.001    0.001 cd.py:20(encoding_unicode_range)
      364    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
      140    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
      294    0.000    0.000    0.000    0.000 cookiejar.py:1753(__iter__)
      247    0.000    0.000    0.001    0.000 path.py:210(name)
      240    0.000    0.000    0.000    0.000 queue.py:248(_qsize)
      121    0.000    0.000    0.003    0.000 __init__.py:1467(debug)
       76    0.000    0.000    0.026    0.000 __init__.py:1460(setLevel)
       58    0.000    0.000    0.000    0.000 typing.py:1394(__hash__)
      120    0.000    0.000    0.000    0.000 hooks.py:15(default_hooks)
      186    0.000    0.000    0.000    0.000 threading.py:90(RLock)
       58    0.000    0.000    0.000    0.000 sessions.py:782(get_adapter)
       58    0.000    0.000    0.001    0.000 cookiejar.py:1734(clear_expired_cookies)
      115    0.000    0.000    0.002    0.000 response.py:597(release_conn)
      116    0.000    0.000    0.001    0.000 cookies.py:358(update)
        8    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
        8    0.000    0.000    0.248    0.031 connection.py:27(create_connection)
      161    0.000    0.000    0.006    0.000 pathlib.py:469(__new__)
       58    0.000    0.000    0.069    0.001 request.py:2530(proxy_bypass_environment)
       72    0.000    0.000    0.004    0.000 ssl.py:1235(send)
        8    0.000    0.000    0.002    0.000 connectionpool.py:178(__init__)
        8    0.000    0.000    0.000    0.000 {built-in method builtins.__build_class__}
      720    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
      365    0.000    0.000    0.000    0.000 {method 'count' of 'bytes' objects}
       58    0.000    0.000    0.026    0.000 feedparser.py:171(feed)
      236    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
       58    0.000    0.000    0.002    0.000 models.py:589(prepare_auth)
       58    0.000    0.000    0.000    0.000 parse.py:659(unquote)
      120    0.000    0.000    0.000    0.000 {function SocketIO.close at 0x7f71e8d579c0}
       58    0.000    0.000    0.003    0.000 utils.py:659(requote_uri)
        1    0.000    0.000    0.002    0.002 api.py:33(from_bytes)
       16    0.000    0.000    0.000    0.000 socket.py:220(__init__)
     1051    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
       58    0.000    0.000    0.001    0.000 utils.py:772(get_proxy)
      356    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
       58    0.000    0.000    0.002    0.000 connectionpool.py:297(_put_conn)
       58    0.000    0.000    0.139    0.002 utils.py:824(get_environ_proxies)
      874    0.000    0.000    0.000    0.000 parse.py:108(_noop)
       58    0.000    0.000    0.006    0.000 models.py:611(prepare_cookies)
      604    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
      122    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       40    0.000    0.000    0.001    0.000 enum.py:1514(__or__)
       58    0.000    0.000    0.001    0.000 <frozen genericpath>:39(isdir)
       58    0.000    0.000    0.001    0.000 client.py:390(_check_close)
       58    0.000    0.000    0.006    0.000 client.py:1287(endheaders)
      116    0.000    0.000    0.000    0.000 feedparser.py:121(pushlines)
       58    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        3    0.000    0.000    7.500    2.500 transport.py:701(getfile)
       58    0.000    0.000    0.002    0.000 structures.py:76(copy)
       58    0.000    0.000    0.000    0.000 cookiejar.py:1297(_cookie_attrs)
       66    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
       62    0.000    0.000    0.001    0.000 client.py:424(close)
       58    0.000    0.000    0.000    0.000 retry.py:375(_is_method_retryable)
       54    0.000    0.000    0.001    0.000 Authorization.py:58(_log)
       58    0.000    0.000    0.000    0.000 parse.py:156(username)
       58    0.000    0.000    0.000    0.000 models.py:394(prepare_method)
       58    0.000    0.000    0.000    0.000 timeout.py:206(start_connect)
       16    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
       58    0.000    0.000    0.000    0.000 retry.py:383(is_retry)
       58    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       58    0.000    0.000    0.000    0.000 utils.py:513(_parse_content_type_header)
       58    0.000    0.000    0.000    0.000 client.py:436(flush)
      327    0.000    0.000    0.000    0.000 client.py:447(isclosed)
       19    0.000    0.000   10.603    0.558 BasicClient.py:488(list_files)
       70    0.000    0.000    0.024    0.000 path.py:26(diable_fc_logging)
       58    0.000    0.000    0.001    0.000 sessions.py:107(get_redirect_target)
     21/3    0.000    0.000    0.001    0.000 _parser.py:516(_parse)
       50    0.000    0.000    0.001    0.000 wait.py:113(wait_for_read)
      254    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
      110    0.000    0.000    0.000    0.000 enum.py:1095(__new__)
      121    0.000    0.000    0.001    0.000 {built-in method builtins.issubclass}
      161    0.000    0.000    0.000    0.000 <string>:2(__init__)
       73    0.000    0.000    0.001    0.000 BasicClient.py:171(log)
       58    0.000    0.000    0.000    0.000 client.py:918(_wrap_ipv6)
        2    0.000    0.000    0.000    0.000 _compiler.py:386(_mk_bitmap)
       58    0.000    0.000    0.000    0.000 response.py:240(__init__)
        3    0.000    0.000    4.385    1.462 BasicClient.py:401(_poll_tasks)
       24    0.000    0.000    0.000    0.000 idna.py:145(encode)
        2    0.000    0.000    0.000    0.000 {built-in method marshal.loads}
        8    0.000    0.000    0.000    0.000 ssl.py:566(set_alpn_protocols)
       58    0.000    0.000    0.004    0.000 message.py:479(items)
   153/77    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        4    0.000    0.000    0.001    0.000 filepost.py:51(encode_multipart_formdata)
      117    0.000    0.000    0.000    0.000 response.py:9(is_fp_closed)
       58    0.000    0.000    0.000    0.000 models.py:335(__init__)
       58    0.000    0.000    0.001    0.000 models.py:631(prepare_hooks)
       50    0.000    0.000    0.002    0.000 connection.py:253(is_connected)
       58    0.000    0.000    0.000    0.000 timeout.py:249(read_timeout)
        9    0.000    0.000    0.384    0.043 BasicClient.py:338(_tasks)
       60    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:405(parent)
      121    0.000    0.000    0.000    0.000 socket.py:731(readable)
      120    0.000    0.000    0.001    0.000 cookies.py:534(<listcomp>)
        8    0.000    0.000    0.001    0.000 cookiejar.py:1486(_cookie_from_cookie_tuple)
        8    0.000    0.000    0.111    0.014 socket.py:945(getaddrinfo)
       58    0.000    0.000    0.002    0.000 sessions.py:725(<listcomp>)
      240    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
      438    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       16    0.000    0.000    0.000    0.000 cookiejar.py:1389(_normalized_cookie_tuples)
      103    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       58    0.000    0.000    0.001    0.000 models.py:770(is_redirect)
      138    0.000    0.000    0.000    0.000 enum.py:1507(_get_value)
      546    0.000    0.000    0.000    0.000 timeout.py:134(_validate_timeout)
       24    0.000    0.000    0.000    0.000 threading.py:243(__init__)
       50    0.000    0.000    0.000    0.000 {method 'register' of 'select.poll' objects}
        4    0.000    0.000    0.000    0.000 {function socket.close at 0x7f71e8d56d40}
       58    0.000    0.000    0.000    0.000 socket.py:489(_decref_socketios)
       58    0.000    0.000    0.000    0.000 response.py:668(<setcomp>)
        5    0.000    0.000    2.647    0.529 path.py:530(mkdir)
       58    0.000    0.000    0.002    0.000 client.py:419(_close_conn)
      236    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {built-in method today}
       26    0.000    0.000    0.003    0.000 path.py:267(joinpath)
      292    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
      121    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        8    0.000    0.000    0.396    0.050 ssl_.py:395(ssl_wrap_socket)
       65    0.000    0.000    0.000    0.000 utils.py:49(unicode_range)
      174    0.000    0.000    0.000    0.000 utils.py:206(<genexpr>)
      138    0.000    0.000    0.000    0.000 queue.py:251(_put)
      504    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
       58    0.000    0.000    0.001    0.000 utils.py:263(extract_zipped_paths)
       44    0.000    0.000    0.000    0.000 response.py:959(closed)
      179    0.000    0.000    0.000    0.000 pathlib.py:792(is_absolute)
        4    0.000    0.000    0.001    0.000 models.py:136(_encode_files)
        3    0.000    0.000    3.258    1.086 path.py:388(lstat)
      112    0.000    0.000    0.003    0.000 pathlib.py:765(__truediv__)
       98    0.000    0.000    0.000    0.000 queue.py:254(_get)
       58    0.000    0.000    0.000    0.000 parse.py:193(_userinfo)
       58    0.000    0.000    0.000    0.000 poolmanager.py:374(_merge_pool_kwargs)
      116    0.000    0.000    0.000    0.000 response.py:374(retries)
       74    0.000    0.000    0.000    0.000 connection.py:165(host)
      116    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
      362    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
      116    0.000    0.000    0.000    0.000 structures.py:60(__len__)
       50    0.000    0.000    0.000    0.000 wait.py:74(do_poll)
        8    0.000    0.000    0.001    0.000 connectionpool.py:1043(_new_conn)
       58    0.000    0.000    0.000    0.000 cookiejar.py:1290(_cookies_for_request)
       58    0.000    0.000    0.000    0.000 sessions.py:91(merge_hooks)
      116    0.000    0.000    0.000    0.000 message.py:211(is_multipart)
       58    0.000    0.000    0.000    0.000 client.py:1234(_validate_method)
       49    0.000    0.000    0.001    0.000 path.py:150(path)
        8    0.000    0.000    0.000    0.000 cookiejar.py:150(_str2time)
      382    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      120    0.000    0.000    0.000    0.000 hooks.py:16(<dictcomp>)
        8    0.000    0.000    0.001    0.000 cookiejar.py:232(http2time)
       58    0.000    0.000    0.000    0.000 message.py:331(set_payload)
        8    0.000    0.000    0.296    0.037 ssl.py:1375(do_handshake)
       58    0.000    0.000    0.000    0.000 _internal_utils.py:38(unicode_is_ascii)
       58    0.000    0.000    0.000    0.000 hooks.py:22(dispatch_hook)
      116    0.000    0.000    0.000    0.000 response.py:323(<genexpr>)
      138    0.000    0.000    0.000    0.000 pathlib.py:94(join_parsed_parts)
        8    0.000    0.000    0.000    0.000 client.py:849(__init__)
       58    0.000    0.000    0.000    0.000 models.py:573(prepare_content_length)
      392    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
      182    0.000    0.000    0.000    0.000 cookiejar.py:44(_debug)
      151    0.000    0.000    0.000    0.000 {method 'write' of '_io.BytesIO' objects}
     10/6    0.000    0.000   17.907    2.984 inject_tool.py:14(wrapper)
       58    0.000    0.000    0.000    0.000 feedparser.py:208(_pop_message)
       16    0.000    0.000    0.000    0.000 ssl.py:732(verify_mode)
       40    0.000    0.000    0.000    0.000 socket.py:99(_intenum_converter)
       76    0.000    0.000    0.000    0.000 __init__.py:202(_checkLevel)
        9    0.000    0.000    0.384    0.043 BasicClient.py:361(_task_safe)
      174    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        1    0.000    0.000    0.002    0.002 legacy.py:8(detect)
      184    0.000    0.000    0.000    0.000 __init__.py:1319(disable)
       10    0.000    0.000    5.980    0.598 sessions.py:626(post)
      245    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
     27/3    0.000    0.000    0.000    0.000 _compiler.py:37(_compile)
       50    0.000    0.000    0.002    0.000 connection.py:15(is_connection_dropped)
      116    0.000    0.000    0.000    0.000 {method 'update' of 'collections.OrderedDict' objects}
      120    0.000    0.000    0.000    0.000 <frozen posixpath>:41(_get_sep)
      191    0.000    0.000    0.000    0.000 ascii.py:25(decode)
      116    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
       23    0.000    0.000    0.000    0.000 pathlib.py:777(parent)
       76    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        8    0.000    0.000    0.002    0.000 connectionpool.py:979(__init__)
        4    0.000    0.000    0.007    0.002 connectionpool.py:1170(_close_pool_connections)
      191    0.000    0.000    0.000    0.000 {built-in method _codecs.ascii_decode}
        8    0.000    0.000    0.000    0.000 queue.py:34(__init__)
      115    0.000    0.000    0.000    0.000 response.py:429(_decode)
      124    0.000    0.000    0.000    0.000 timeout.py:130(resolve_default_timeout)
        3    0.000    0.000    1.638    0.546 path.py:302(_lstat_mode)
        4    0.000    0.000    2.216    0.554 BasicClient.py:897(simple_upload)
      116    0.000    0.000    0.000    0.000 cookies.py:110(__init__)
       16    0.000    0.000    0.001    0.000 cookiejar.py:1578(_cookies_from_attrs_set)
        8    0.000    0.000    0.000    0.000 connection.py:501(__init__)
      233    0.000    0.000    0.000    0.000 response.py:244(__len__)
       23    0.000    0.000    0.001    0.000 path.py:255(parent)
       21    0.000    0.000    0.001    0.000 pathlib.py:868(__new__)
      207    0.000    0.000    0.000    0.000 {method '__exit__' of 'memoryview' objects}
        8    0.000    0.000    0.002    0.000 poolmanager.py:229(_new_pool)
      232    0.000    0.000    0.000    0.000 cookies.py:117(info)
       58    0.000    0.000    0.000    0.000 request.py:134(set_file_position)
      232    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
      320    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
       58    0.000    0.000    0.000    0.000 parser.py:17(__init__)
        8    0.000    0.000    0.000    0.000 ssl.py:604(minimum_version)
        8    0.000    0.000    0.297    0.037 ssl.py:511(wrap_socket)
